Solicitação;UsuarioSolicit;Etapa;Item;Descrição;Comprador;Solicitação;DtAprovSol;Entrega;Qt.Solicitada;PrUnitSol;VlSolicitacao;Qt.Recebida;Saldo;Pedido;Dt.Pedido;Ordem;Fornec;Nome Abreviado;Pre‡o Unit rio;Vlr Total;DtAprovPedido;Estado;Sit.Ordem;DtRejeitoPed;Aprovador
109.520;2372_mauro;09_PDACEITO_FOR;651240066;ABRASIVO CERAMICO PORCELANA RP06/10 ZS 25 KG;Miriam;11/04/2025;15/04/2025;07/07/2025;50;66,08;3.304,00;0;50;78.546;04/12/2023;195.113;4710;ROSLER BOITU;66,08;3.304,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411610006;FILME STRETCH;Miriam;11/04/2025;15/04/2025;28/05/2025;32;24,4352;781,9264;0;32;63.591;10/09/2019;195.114;3153;MARVEL TAPE;37,345;1.195,04;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;11_SAL_FOR;411610002;FITA POLIESTER PARA ARQUEAR VERDE Ø 13 X 0,8 C/ 1500M VD;Miriam;11/04/2025;15/04/2025;30/04/2025;6;251;1.506,00;4;2;67.223;06/11/2020;195.115;3527;STEEL PAPER;275,4725;550,945;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;11/04/2025;15/04/2025;05/06/2025;500;8,35;4.175,00;0;500;82.356;06/03/2025;195.116;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;11/04/2025;15/04/2025;12/06/2025;500;8,35;4.175,00;0;500;82.356;06/03/2025;195.117;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;641030066;ACIDO NITRICO 54 - 54%;miriam;11/04/2025;15/04/2025;05/05/2025;3;145,5;436,5;0;3;82.772;15/04/2025;195.118;3476;BUSCHLE;145,5;436,5;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641011162;DESMOLDANTE HYKOGEEN F TG-350;Miriam;11/04/2025;15/04/2025;12/05/2025;800;42;33.600,00;0;800;75.777;14/12/2022;195.119;5691;FUCHS SOROCA;42;33.600,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641010003;OLEO SOLUVEL DAIROLL EX-8;Miriam;11/04/2025;15/04/2025;12/05/2025;800;19,5;15.600,00;0;800;60.284;03/01/2019;195.120;1595;DAIDO;19,5;15.600,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641011142;OLEO AZOLLA ZS 68;MIRIAM;11/04/2025;15/04/2025;08/05/2025;800;16,05;12.840,00;0;800;82.273;25/02/2025;195.121;6331;TOTAL ENERGI;16,05;12.840,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;00_RejCompras;641010118;OLEO VG 32 20LT;Miriam;11/04/2025;15/04/2025;24/04/2025;60;21,018;1.261,08;0;0;0;;0;0;;21,018;0;;Não Aprovada;;;2475_luciano
109.520;2372_mauro;00_RejCompras;641020007;GRAXA RENOLIT FEP 2;irineu;11/04/2025;15/04/2025;24/04/2025;36;58,9798;2.123,27;0;0;0;;0;0;;58,9798;0;;Não Aprovada;;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;641040107;BAND KLEAR 103;miriam;11/04/2025;15/04/2025;22/04/2025;100;13,45;1.345,00;100;0;38.484;17/06/2014;195.124;3983;BAND QUIMICA;13,45;1.345,00;;Aprovada;Recebida;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;641040100;DALKLEAR FLUX 8;miriam;11/04/2025;15/04/2025;22/04/2025;100;5,3;530;100;0;38.484;17/06/2014;195.125;3983;BAND QUIMICA;5,3;530;;Aprovada;Recebida;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;641040113;BAND CLEAN 51;miriam;11/04/2025;15/04/2025;22/04/2025;100;4,71;471;100;0;38.484;17/06/2014;195.126;3983;BAND QUIMICA;19;1.900,00;;Aprovada;Recebida;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641040120;DESENGRAXANTE FLASH 003 N15.AE NEUTRO;miriam;11/04/2025;15/04/2025;24/04/2025;30;11,952;358,56;0;30;82.773;15/04/2025;195.127;4684;STAR FLASH;14,4;432;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;641040101;DALISA PLUS;miriam;11/04/2025;15/04/2025;22/04/2025;50;4,92;246;50;0;38.484;17/06/2014;195.128;3983;BAND QUIMICA;4,92;246;;Aprovada;Recebida;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411310018;PALLET MADEIRA ACESSO 04 LADOS 800 X 1200 X 115MM;Miriam;11/04/2025;15/04/2025;30/04/2025;40;42,3;1.692,00;0;40;60.735;13/02/2019;195.076;1314;KIMADEIRAS;50;2.000,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641011162;DESMOLDANTE HYKOGEEN F TG-350;Miriam;11/04/2025;15/04/2025;05/05/2025;800;42;33.600,00;0;800;75.777;14/12/2022;195.077;5691;FUCHS SOROCA;42;33.600,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641010003;OLEO SOLUVEL DAIROLL EX-8;Miriam;11/04/2025;15/04/2025;28/04/2025;800;19,5;15.600,00;0;800;60.284;03/01/2019;195.078;1595;DAIDO;19,5;15.600,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641010140;OLEO MECAGREEN 510;Miriam;11/04/2025;15/04/2025;25/04/2025;400;36,25;14.500,00;0;400;80.272;05/07/2024;195.079;5996;CONDAT SP;39,78438;15.913,75;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411020009;CINTA BRIDGE DUPLO COLADA 1178X973X600mm;Miriam;11/04/2025;15/04/2025;30/04/2025;14;72,22;1.011,08;0;14;64.484;01/12/2019;195.080;4964;MASTERKRAF 2;83,053;1.162,74;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411020010;TAMPA/FUNDO BRIDGE ONDA BC 1185X980X100mm;Miriam;11/04/2025;15/04/2025;30/04/2025;28;23,43;656,04;0;28;64.484;01/12/2019;195.081;4964;MASTERKRAF 2;26,9445;754,446;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411010045;COLMEIA HONDA ARM;Miriam;11/04/2025;15/04/2025;09/05/2025;280;1,43;400,4;0;280;64.484;01/12/2019;195.082;4964;MASTERKRAF 2;1,6445;460,46;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411010044;COLMEIA HONDA ROD;Miriam;11/04/2025;15/04/2025;09/05/2025;280;3,02;845,6;0;280;64.484;01/12/2019;195.083;4964;MASTERKRAF 2;3,473;972,44;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411010049;COLMEIA PEQUENA BRIDGE;Miriam;11/04/2025;15/04/2025;30/04/2025;420;1,33;558,6;0;420;64.484;01/12/2019;195.084;4964;MASTERKRAF 2;1,5295;642,39;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411020005;CAIXA PAPELAO BOSCH (380 X250 X195) SA 86;Miriam;11/04/2025;15/04/2025;09/05/2025;600;3,715;2.229,00;0;600;64.484;01/12/2019;195.085;4964;MASTERKRAF 2;6,417;3.850,20;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;651071044;PARAFUSO ALLEN CAB CILINDRICA BAIXA M8X25MM;miriam;11/04/2025;15/04/2025;28/04/2025;200;1,0241;204,82;0;200;82.796;16/04/2025;195.086;2466;VITI;1,69335;338,67;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;651070518;ARRUELA 5/16 ( JATEADORA );miriam;11/04/2025;15/04/2025;28/04/2025;100;0,2034;20,34;0;100;82.796;16/04/2025;195.087;2466;VITI;0,08637;8,637;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;651070454;PORCA 5/16 (JATEADORA);miriam;11/04/2025;15/04/2025;25/05/2025;100;0,0858;8,58;0;100;82.796;16/04/2025;195.088;2466;VITI;0,14963;14,963;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;651180028;ABRACADEIRA NYLON F7010 (108 X 2,5M) NATURAL;miriam;11/04/2025;15/04/2025;25/04/2025;8.000,00;0,0299;239,2;0;8.000,00;82.779;16/04/2025;195.089;3775;FORTFLEX;0,036;288;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;651180034;ABRAÇADEIRA NYLON T-50R;miriam;11/04/2025;15/04/2025;25/04/2025;5.000,00;0,0955;477,5;0;5.000,00;82.779;16/04/2025;195.090;3775;FORTFLEX;0,1151;575,5;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;801090418;MARCADOR INDUSTRIAL AZUL PONTA 2MM - 60ML;miriam;11/04/2025;15/04/2025;22/04/2025;12;8,89;106,68;0;12;82.791;16/04/2025;195.091;1581;WODONIS;8,99;107,88;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;801090383;MARCADOR INDUSTRIAL AMARELO PONTA 2MM 60ML;miriam;11/04/2025;15/04/2025;22/04/2025;12;6,474;77,688;0;12;82.791;16/04/2025;195.092;1581;WODONIS;8,99;107,88;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;801090417;MARCADOR INDUSTRIAL VERMELHO PONTA 2MM - 60ML;miriam;11/04/2025;15/04/2025;22/04/2025;12;8,89;106,68;0;12;82.791;16/04/2025;195.093;1581;WODONIS;8,99;107,88;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;641060447;BATERIA 3,6V ER14250 (1/2AA) LITHIUM MINAMOTO S/ TERMINAL;miriam;11/04/2025;15/04/2025;25/04/2025;10;31,05;310,5;10;0;82.797;16/04/2025;195.094;1757;MVA ELETRONI;34,6;346;17/04/2025;Aprovada;Recebida;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;651030130;PISTOLA MANUAL DYNAMICS 2600;miriam;11/04/2025;15/04/2025;22/04/2025;10;45,567;455,67;0;10;82.791;16/04/2025;195.095;1581;WODONIS;54,9;549;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;651090012;FILTRO BAG Ø105X400 50 MICRONS;miriam;11/04/2025;15/04/2025;25/04/2025;10;31,54;315,4;0;10;82.842;23/04/2025;195.096;2274;MEGAFILTER;38;380;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;801100151;ETIQUETA COUCHE 103X66;Miriam;11/04/2025;15/04/2025;05/05/2025;97;82,9917;8.050,19;0;97;63.335;15/08/2019;195.097;4148;DELTA ETQTAS;28,18;2.733,46;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;411610003;GRAMPO METAL TRAVA FITA POLIESTER;Miriam;11/04/2025;15/04/2025;23/04/2025;1.500,00;0,0943;141,45;1.500,00;0;67.223;06/11/2020;195.098;3527;STEEL PAPER;0,11667;175,005;;Aprovada;Recebida;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411610006;FILME STRETCH;Miriam;11/04/2025;15/04/2025;24/04/2025;32;24,4352;781,9264;0;32;63.591;10/09/2019;195.099;3153;MARVEL TAPE;37,345;1.195,04;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411610001;FITA ADESIVA PERSONALIZADA SCHWARZ;Miriam;11/04/2025;15/04/2025;12/05/2025;360;9,1383;3.289,79;0;360;67.223;06/11/2020;195.101;3527;STEEL PAPER;12,01;4.323,60;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;643010021;CAL HIDRATADA CH I;miriam;11/04/2025;15/04/2025;28/04/2025;120;1,743;209,16;0;120;82.771;15/04/2025;195.102;5788;PROPEQ;2,1;252;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;643010018;ANTIESPUMANTE 3000;miriam;11/04/2025;15/04/2025;28/04/2025;60;9,96;597,6;0;60;82.771;15/04/2025;195.103;5788;PROPEQ;12;720;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;10_RECEBIDA;641040104;DALKLEAR TAMBOREAMENTO;miriam;11/04/2025;15/04/2025;22/04/2025;400;3,99;1.596,00;400;0;38.484;17/06/2014;195.104;3983;BAND QUIMICA;6,65;2.660,00;;Aprovada;Recebida;;2475_luciano
109.524;2511_matheus;09_PEDIDO_FOR;701920319po;MATRIZ SUPERIOR FINAL ITEM 212020319 POLIMENTO;miriam;14/04/2025;14/04/2025;24/04/2025;1;560;560;0;1;82.760;14/04/2025;195.048;2319;POLYTECKY;560;560;14/04/2025;Aprovada;Confirmada;;clayton
109.524;2511_matheus;09_PEDIDO_FOR;701930319PO;MATRIZ INFERIOR FINAL ITEM 212020319 POLIMENTO;irineu;14/04/2025;14/04/2025;24/04/2025;1;560;560;0;1;82.760;14/04/2025;195.049;2319;POLYTECKY;560;560;14/04/2025;Aprovada;Confirmada;;clayton
109.524;2511_matheus;09_PEDIDO_FOR;701930085PO;Polimento - Matriz inf Bosch P;irineu;14/04/2025;14/04/2025;24/04/2025;1;640;640;0;1;82.760;14/04/2025;195.050;2319;POLYTECKY;640;640;14/04/2025;Aprovada;Confirmada;;clayton
109.524;2511_matheus;09_PEDIDO_FOR;701970164S;PS CORTANTE REBARBACAO FORJA ITEM 212020164;miriam;14/04/2025;14/04/2025;24/04/2025;1;550;550;0;1;82.760;14/04/2025;195.051;2319;POLYTECKY;550;550;14/04/2025;Aprovada;Confirmada;;clayton
109.525;fabior;09_PEDIDO_FOR;372020003;AÇO SAE 1020 - 190 X 70 X 30;miriam;14/04/2025;14/04/2025;25/04/2025;2;40,29;80,58;0;2;82.755;14/04/2025;195.045;3524;AÇOFERRO;369;738;17/04/2025;Aprovada;Confirmada;;vinicius
109.531;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;14/04/2025;14/04/2025;14/04/2025;2;820;1.640,00;2;0;82.765;14/04/2025;195.052;5395;MK REP;820;1.640,00;14/04/2025;Aprovada;Recebida;;2475_luciano
109.532;estagiariomt;09_PEDIDO_FOR;651030504;LUBRIFICADOR G1/4 MC104-L00;irineu;14/04/2025;15/04/2025;28/04/2025;1;255;255;0;1;82.848;23/04/2025;195.129;1263;FILTROSUL;277;277;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.532;estagiariomt;08_IMPRIMIR;651090188;"FILTRO/REG. G1/4"" DE 0-10 BAR, ELEM, FILT. 5 MICRO MC104-D10";irineu;14/04/2025;15/04/2025;28/04/2025;2;268,09;536,18;0;2;82.825;23/04/2025;195.130;6307;MEGABELT;280;560;;Nao Aprovada;Confirmada;;2475_luciano
109.532;estagiariomt;05_COTADA;651200273;CABO PVC M08 3P FEM RET 05M CINZA;irineu;14/04/2025;15/04/2025;29/04/2025;4;68;272;0;4;0;;195.131;5929;ASITECH;58;232;;Aprovada;Cotada;;2475_luciano
109.532;estagiariomt;09_PEDIDO_FOR;651140071;TERMOPAR MOD TCWPA 3,0MBP, TIPO J;irineu;14/04/2025;15/04/2025;28/04/2025;10;121;1.210,00;0;10;82.811;22/04/2025;195.132;1538;TERMOPA;142;1.420,00;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.532;estagiariomt;09_PEDIDO_FOR;651011447;RELE 5A 250 VAC PA1A 24V 40 8160 APA 3312;irineu;14/04/2025;15/04/2025;25/04/2025;10;10;100;0;10;82.837;23/04/2025;195.133;1213;REYMASTER;60,69;606,9;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.532;estagiariomt;02_COTAR;651210154;MANGUEIRA 1/2 TRANCADA PVC CRISTAL;irineu;14/04/2025;15/04/2025;24/04/2025;30;8;240;0;30;0;;195.134;0;;0;0;;Aprovada;Não Confirmada;;2475_luciano
109.532;estagiariomt;08_IMPRIMIR;651080138;CORREIA SINCRONIZADA 270H LARGURA DE 39mm;irineu;14/04/2025;15/04/2025;28/04/2025;4;104;416;0;4;82.829;23/04/2025;195.135;2778;TRATORACO;110;440;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.532;estagiariomt;08_IMPRIMIR;651170637;ARRUELA DE VEDAÇÃO GR01 54,00X61,00X3,50 NBR;irineu;14/04/2025;15/04/2025;05/05/2025;10;26,5;265;0;10;82.830;23/04/2025;195.136;4182;VEDSEALS;26,85;268,5;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.532;estagiariomt;08_IMPRIMIR;651030675;"MANOMETRO 0-10 BAR CONEXAO HORIZ NPT 1/4""";irineu;14/04/2025;15/04/2025;10/05/2025;1;223;223;0;1;82.827;23/04/2025;195.137;4439;MERCADO PAGO;49,9;49,9;;Nao Aprovada;Confirmada;;2475_luciano
109.533;jakeline;09_PDACEITO_FOR;641060438;APALPADOR TRIDIMENSIONAL;miriam;14/04/2025;15/04/2025;30/05/2025;3;422,7;1.268,10;0;3;82.790;16/04/2025;195.138;1135;HAFFNER;422,7;1.268,10;17/04/2025;Aprovada;Confirmada;;2470_wolker
109.534;estagiariomt;08_IMPRIMIR;651090118;MANTA FILTRANTE EM FIBRAS DE POLIESTER MODELO PSB145 S;irineu;14/04/2025;15/04/2025;10/05/2025;40;65;2.600,00;0;40;82.825;23/04/2025;195.139;6307;MEGABELT;24;960;;Nao Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651030755;VALVULA SIMPLES SOLENOIDE 1/4 RC 5/2 VIAS CAN 24 VCC;irineu;14/04/2025;15/04/2025;05/05/2025;1;600;600;0;1;82.851;24/04/2025;195.140;1255;HIDROMATIC;583,08;583,08;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651130183;VALVULA DUPLO SOLENOIDE 5/2 VIAS 1/4 24 VDC;irineu;14/04/2025;15/04/2025;05/05/2025;1;700;700;0;1;82.851;24/04/2025;195.141;1255;HIDROMATIC;993,38;993,38;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651010493;RELE FINDER TYPE 40.61 - 16A - 250V;irineu;14/04/2025;15/04/2025;05/05/2025;5;62;310;0;5;82.839;23/04/2025;195.142;5417;DIMEN SC;58,95;294,75;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;02_COTAR;651040250;GRIPER 50MM MAGNETICA CGC-050 SOLDA;irineu;14/04/2025;15/04/2025;10/05/2025;2;3.800,00;7.600,00;0;2;0;;195.143;0;;0;0;;Aprovada;Não Confirmada;;2475_luciano
109.534;estagiariomt;02_COTAR;651140326;TRANSDUTOR DE PRESSÃO VPK-011-A-99-10-14B 0/3000PSI 0-10VCC;irineu;14/04/2025;15/04/2025;10/05/2025;1;673,13;673,13;0;1;0;;195.144;0;;0;0;;Aprovada;Não Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;641020065;GRAXA LUBE CORP LHL-X100;irineu;14/04/2025;15/04/2025;10/05/2025;1;800;800;0;1;82.826;23/04/2025;195.145;5750;MNKOKI;850;850;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;09_PEDIDO_FOR;651020391;VALVULA DE BYPASS VB85/180;irineu;14/04/2025;15/04/2025;05/05/2025;1;2.100,00;2.100,00;0;1;82.855;24/04/2025;195.146;4832;MAV AUTOM.;2.103,30;2.103,30;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651040997;GUIA DA MESA;irineu;14/04/2025;15/04/2025;15/05/2025;2;1.500,00;3.000,00;0;2;82.820;22/04/2025;195.147;2132;OVERDRILL;1.347,51;2.695,02;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651030172;AMORTECEDOR DE IMPACTO SC650 M2 M25X1,5-PN 196-0008 (OBR;irineu;14/04/2025;15/04/2025;15/05/2025;2;1.000,00;2.000,00;0;2;82.854;24/04/2025;195.148;5768;OBR EQUIPAME;1.170,71;2.341,42;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651090315;ELEMENTO FILTRANTE EA003-5040 3 MICRAS;irineu;14/04/2025;15/04/2025;10/05/2025;2;650;1.300,00;0;2;82.825;23/04/2025;195.149;6307;MEGABELT;786,73;1.573,46;;Nao Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651070944;BUCHA DE ARRASTE;irineu;14/04/2025;15/04/2025;10/05/2025;6;230;1.380,00;0;6;82.831;23/04/2025;195.150;2132;OVERDRILL;252,96;1.517,76;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651040356;ENGRENAGEM INTERMEDIARIA Nº 10 DES:35041238 OVERDRILL;irineu;14/04/2025;15/04/2025;10/05/2025;1;2.000,00;2.000,00;0;1;82.831;23/04/2025;195.151;2132;OVERDRILL;1.956,56;1.956,56;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651080180;CORREIA TRANSP SVA 8/2 6.250X290MM AF TALISCA;irineu;14/04/2025;15/04/2025;15/05/2025;1;2.130,00;2.130,00;0;1;82.852;24/04/2025;195.152;5515;ADECORR;2.396,50;2.396,50;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651080175;CORREIA TRANSP SVA 8/2 6.350 X 310 AF TALISCA;irineu;14/04/2025;15/04/2025;03/06/2025;1;2.000,00;2.000,00;0;1;82.852;24/04/2025;195.153;5515;ADECORR;1.734,00;1.734,00;24/04/2025;Aprovada;Confirmada;;2475_luciano
109.534;estagiariomt;08_IMPRIMIR;651044393;GARFO DA ARTICULAÇÃO DA MESA DA OVERDRILL;irineu;14/04/2025;15/04/2025;15/05/2025;1;250;250;0;1;82.838;23/04/2025;195.154;1562;W TECH;426;426;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.535;estagiariomt;09_PEDIDO_FOR;651230140;LUMINARIA INDUSTRIAL LED 200W BIVOLT 6500K;irineu;14/04/2025;15/04/2025;25/04/2025;10;412,9333;4.129,33;0;10;82.837;23/04/2025;195.155;1213;REYMASTER;339,8;3.398,00;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.537;jakeline;02_COTAR;818240004;DISPOSITIVO DE MEDIÇÃO;miriam;14/04/2025;22/04/2025;02/05/2025;1;1.598,00;1.598,00;0;1;0;;195.234;0;;0;0;;Aprovada;Não Confirmada;;2470_wolker
109.538;katia;09_PDACEITO_FOR;801090108;PAPEL REPORT 210 X 297MM 75G BR A4 PT C/500 FLS;Miriam;14/04/2025;16/04/2025;06/05/2025;15;1;15;0;15;59.913;20/04/2017;195.182;2863;FABESUL;26,23;393,45;;Aprovada;Confirmada;;clayton
109.538;katia;09_PDACEITO_FOR;801090142;GRAFITE 0,5MM 2B TMG052B FABER;Miriam;14/04/2025;16/04/2025;06/05/2025;3;1;3;0;3;59.913;20/04/2017;195.183;2863;FABESUL;2,77;8,31;;Aprovada;Confirmada;;clayton
109.539;2439_luiz;09_PDACEITO_FOR;801030364;BOTINA SEGURANÇA SUPERSAFETY C/ELÁSTICO BICO COMPOSITE Nº 41;Irineu;14/04/2025;14/04/2025;24/04/2025;5;79,7132;398,566;0;5;76.958;25/05/2023;195.068;5727;SUPER SAFETY;98,9;494,5;;Aprovada;Confirmada;;2439_luiz
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;05/05/2025;1;349,3;349,3;0;1;82.807;22/04/2025;195.184;1531;TECNO TOOLS;367,4636;367,4636;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;05/05/2025;1;349,3;349,3;0;1;82.807;22/04/2025;195.185;1531;TECNO TOOLS;367,4636;367,4636;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;02/06/2025;2;349,3;698,6;0;2;82.807;22/04/2025;195.186;1531;TECNO TOOLS;367,4636;734,9272;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;02/06/2025;2;349,3;698,6;0;2;82.807;22/04/2025;195.187;1531;TECNO TOOLS;367,4636;734,9272;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;31/05/2025;1;349,3;349,3;0;1;82.807;22/04/2025;195.188;1531;TECNO TOOLS;349,3;349,3;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;31/05/2025;1;349,3;349,3;0;1;82.807;22/04/2025;195.189;1531;TECNO TOOLS;367,4636;367,4636;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;01/07/2025;2;349,3;698,6;0;2;82.807;22/04/2025;195.190;1531;TECNO TOOLS;367,4636;734,9272;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;01/07/2025;2;349,3;698,6;0;2;82.807;22/04/2025;195.191;1531;TECNO TOOLS;367,4636;734,9272;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;01/07/2025;2;349,3;698,6;0;2;82.807;22/04/2025;195.192;1531;TECNO TOOLS;367,4636;734,9272;;Nao Aprovada;Confirmada;;clayton
109.541;2303_roberto;08_IMPRIMIR;701300004;INSERTO PCD CABEÇOTE Ø40/Ø32 TIBD 0505 0012/0013 24592/084;irineu;14/04/2025;16/04/2025;01/07/2025;3;349,3;1.047,90;0;3;82.807;22/04/2025;195.193;1531;TECNO TOOLS;367,4636;1.102,39;;Nao Aprovada;Confirmada;;clayton
